Tiempo (s),Temperatura (°C),Estado Servo
688.66,136.25,Cerrado
688.85,136.25,Cerrado
689.06,137.00,Cerrado
689.70,136.75,Cerrado
690.21,136.75,Cerrado
690.34,136.75,Cerrado
690.48,136.75,Cerrado
690.60,136.75,Cerrado
690.75,136.75,Cerrado
691.25,136.75,Cerrado
691.38,137.00,Cerrado
691.54,136.50,Cerrado
691.70,136.50,Cerrado
692.30,137.25,Cerrado
692.50,137.00,Cerrado
692.70,137.25,Cerrado
693.34,137.00,Cerrado
693.50,137.00,Cerrado
693.73,136.75,Cerrado
694.38,137.25,Cerrado
694.53,137.25,Cerrado
694.73,137.00,Cerrado
694.94,137.25,Cerrado
695.13,137.50,Cerrado
695.34,136.75,Cerrado
695.93,137.00,Cerrado
696.08,137.00,Cerrado
696.24,137.00,Cerrado
696.38,137.00,Cerrado
696.97,137.25,Cerrado
697.11,137.25,Cerrado
697.28,137.50,Cerrado
697.44,137.50,Cerrado
698.03,137.75,Cerrado
698.22,137.50,Cerrado
698.43,137.25,Cerrado
699.07,137.75,Cerrado
699.23,137.75,Cerrado
699.44,137.75,Cerrado
699.64,137.25,Cerrado
700.12,137.50,Cerrado
700.27,137.50,Cerrado
700.46,138.00,Cerrado
700.67,137.75,Cerrado
700.88,137.50,Cerrado
701.07,137.50,Cerrado
701.66,137.50,Cerrado
701.82,137.50,Cerrado
701.98,137.50,Cerrado
702.14,137.50,Cerrado
702.71,138.00,Cerrado
702.91,138.25,Cerrado
703.11,138.00,Cerrado
703.72,138.00,Cerrado
703.91,138.00,Cerrado
704.12,138.00,Cerrado
704.75,138.00,Cerrado
704.94,138.00,Cerrado
705.15,137.75,Cerrado
705.79,138.75,Cerrado
705.94,138.75,Cerrado
706.15,138.25,Cerrado
706.36,138.25,Cerrado
706.84,138.50,Cerrado
706.98,138.50,Cerrado
707.18,137.75,Cerrado
707.37,138.50,Cerrado
707.58,138.50,Cerrado
707.77,138.00,Cerrado
708.36,138.25,Cerrado
708.48,138.25,Cerrado
708.63,138.00,Cerrado
708.81,138.00,Cerrado
709.40,138.25,Cerrado
709.52,138.25,Cerrado
709.67,138.50,Cerrado
709.83,138.50,Cerrado
710.44,138.75,Cerrado
710.63,138.50,Cerrado
710.84,138.50,Cerrado
711.49,138.50,Cerrado
711.65,138.50,Cerrado
711.86,138.75,Cerrado
712.07,139.00,Cerrado
712.26,138.50,Cerrado
712.47,138.75,Cerrado
713.06,139.25,Cerrado
713.19,139.25,Cerrado
713.35,139.00,Cerrado
713.51,139.00,Cerrado
714.10,138.75,Cerrado
714.31,139.00,Cerrado
714.49,138.75,Cerrado
715.14,138.75,Cerrado
715.30,138.75,Cerrado
715.51,139.25,Cerrado
715.72,139.25,Cerrado
715.91,138.75,Cerrado
716.12,139.00,Cerrado
716.72,139.50,Cerrado
716.93,139.00,Cerrado
717.12,139.25,Cerrado
717.79,139.25,Cerrado
717.96,139.25,Cerrado
718.15,139.50,Cerrado
718.36,139.50,Cerrado
718.55,139.25,Cerrado
718.77,139.25,Cerrado
719.36,139.50,Cerrado
719.59,139.25,Cerrado
719.78,139.00,Cerrado
720.40,139.50,Cerrado
720.59,139.25,Cerrado
720.80,139.50,Cerrado
721.44,140.00,Cerrado
721.60,140.00,Cerrado
721.81,139.75,Cerrado
722.02,139.25,Cerrado
722.23,140.00,Cerrado
722.42,139.50,Cerrado
722.99,140.00,Cerrado
723.14,140.00,Cerrado
723.28,140.00,Cerrado
723.44,140.00,Cerrado
724.05,139.50,Cerrado
724.26,140.00,Cerrado
724.45,139.50,Cerrado
725.10,140.25,Cerrado
725.26,140.25,Cerrado
725.47,139.75,Cerrado
725.68,140.00,Cerrado
725.87,140.25,Cerrado
726.08,140.00,Cerrado
726.66,140.00,Cerrado
726.77,140.00,Cerrado
726.91,140.25,Cerrado
727.09,140.25,Cerrado
727.71,140.50,Cerrado
727.93,139.75,Cerrado
728.13,140.50,Cerrado
728.77,140.50,Cerrado
728.94,140.25,Cerrado
729.15,140.50,Cerrado
729.81,140.25,Cerrado
729.97,140.25,Cerrado
730.17,140.25,Cerrado
730.38,140.50,Cerrado
730.57,140.50,Cerrado
730.78,140.50,Cerrado
731.36,140.50,Cerrado
731.47,140.50,Cerrado
731.61,140.50,Cerrado
731.80,140.50,Cerrado
732.41,140.75,Cerrado
732.60,140.75,Cerrado
732.80,140.25,Cerrado
733.00,140.25,Cerrado
733.21,140.75,Cerrado
733.42,140.50,Cerrado
733.98,140.50,Cerrado
734.12,140.50,Cerrado
734.27,140.50,Cerrado
734.43,140.50,Cerrado
735.04,140.50,Cerrado
735.15,140.50,Cerrado
735.28,140.75,Cerrado
735.45,140.75,Cerrado
735.66,140.25,Cerrado
735.85,140.25,Cerrado
736.06,140.50,Cerrado
736.63,141.00,Cerrado
736.86,141.00,Cerrado
736.90,141.00,Cerrado
737.08,140.75,Cerrado
737.27,140.25,Cerrado
737.48,140.75,Cerrado
737.69,140.75,Cerrado
737.90,140.50,Cerrado
738.09,140.50,Cerrado
738.30,140.75,Cerrado
738.51,140.75,Cerrado
738.70,140.50,Cerrado
738.91,140.75,Cerrado
739.11,140.50,Cerrado
739.32,140.50,Cerrado
739.51,140.50,Cerrado
739.72,141.00,Cerrado
739.93,140.25,Cerrado
740.14,140.75,Cerrado
740.35,140.75,Cerrado
740.54,141.00,Cerrado
740.74,140.75,Cerrado
740.95,141.00,Cerrado
741.14,141.00,Cerrado
741.35,141.50,Cerrado
741.56,140.50,Cerrado
741.77,140.25,Cerrado
741.98,141.00,Cerrado
742.17,141.00,Cerrado
742.38,141.00,Cerrado
742.58,140.50,Cerrado
742.78,141.00,Cerrado
742.97,141.00,Cerrado
743.18,141.00,Cerrado
743.38,141.00,Cerrado
743.59,141.25,Cerrado
743.80,141.25,Cerrado
743.99,141.00,Cerrado
744.20,141.25,Cerrado
744.41,141.25,Cerrado
744.61,141.00,Cerrado
744.81,141.25,Cerrado
745.01,141.25,Cerrado
745.22,141.50,Cerrado
745.43,141.50,Cerrado
745.62,141.25,Cerrado
745.83,141.00,Cerrado
746.02,141.00,Cerrado
746.25,141.25,Cerrado
746.44,141.50,Cerrado
746.65,141.50,Cerrado
746.85,141.25,Cerrado
747.06,141.50,Cerrado
747.27,141.00,Cerrado
747.48,141.50,Cerrado
747.69,141.00,Cerrado
747.89,141.00,Cerrado
748.10,141.25,Cerrado
748.29,141.25,Cerrado
748.50,141.75,Cerrado
748.71,141.25,Cerrado
748.92,141.50,Cerrado
749.12,141.50,Cerrado
749.32,141.75,Cerrado
749.52,141.50,Cerrado
749.73,141.75,Cerrado
749.94,141.50,Cerrado
750.13,142.00,Cerrado
750.34,141.75,Cerrado
750.55,141.25,Cerrado
750.76,141.50,Cerrado
750.95,141.75,Cerrado
751.16,141.50,Cerrado
751.36,141.75,Cerrado
751.56,142.00,Cerrado
751.76,142.00,Cerrado
751.96,141.75,Cerrado
752.16,141.25,Cerrado
752.37,141.75,Cerrado
752.58,141.75,Cerrado
752.77,142.00,Cerrado
752.98,142.00,Cerrado
753.19,141.50,Cerrado
753.38,142.00,Cerrado
753.59,142.00,Cerrado
753.79,142.00,Cerrado
753.99,141.75,Cerrado
754.19,142.25,Cerrado
754.40,142.00,Cerrado
754.61,142.75,Cerrado
754.80,141.75,Cerrado
755.01,142.00,Cerrado
755.22,141.75,Cerrado
755.43,142.00,Cerrado
755.63,142.25,Cerrado
755.83,142.25,Cerrado
756.03,142.00,Cerrado
756.24,142.50,Cerrado
756.45,142.50,Cerrado
756.64,142.25,Cerrado
756.85,142.25,Cerrado
757.06,142.25,Cerrado
757.25,142.25,Cerrado
757.46,142.50,Cerrado
757.66,142.50,Cerrado
757.86,142.25,Cerrado
758.06,142.25,Cerrado
758.27,142.25,Cerrado
758.46,142.25,Cerrado
758.67,142.50,Cerrado
758.88,142.00,Cerrado
759.07,142.50,Cerrado
759.28,142.25,Cerrado
759.49,142.50,Cerrado
759.68,142.50,Cerrado
759.89,142.25,Cerrado
760.10,142.50,Cerrado
760.29,142.50,Cerrado
760.50,142.25,Cerrado
760.70,142.50,Cerrado
760.91,142.25,Cerrado
761.12,142.75,Cerrado
761.31,142.50,Cerrado
761.52,142.50,Cerrado
761.71,142.50,Cerrado
761.92,142.25,Cerrado
762.13,142.25,Cerrado
762.32,142.25,Cerrado
762.53,142.50,Cerrado
762.73,142.50,Cerrado
762.93,142.50,Cerrado
763.13,142.25,Cerrado
763.34,142.00,Cerrado
763.55,142.25,Cerrado
763.74,142.50,Cerrado
763.95,142.50,Cerrado
764.16,142.50,Cerrado
764.35,142.00,Cerrado
764.56,142.75,Cerrado
764.77,142.25,Cerrado
764.96,142.50,Cerrado
765.16,142.25,Cerrado
765.37,142.25,Cerrado
765.56,142.50,Cerrado
765.77,142.50,Cerrado
765.98,142.50,Cerrado
766.19,142.50,Cerrado
766.40,142.50,Cerrado
766.60,142.25,Cerrado
766.80,142.25,Cerrado
767.00,142.50,Cerrado
767.20,142.25,Cerrado
767.39,142.25,Cerrado
767.60,142.00,Cerrado
767.80,142.75,Cerrado
768.03,142.50,Cerrado
768.22,142.50,Cerrado
768.43,142.25,Cerrado
768.64,142.50,Cerrado
768.84,142.50,Cerrado
769.04,142.50,Cerrado
769.24,142.50,Cerrado
769.45,142.75,Cerrado
769.66,142.00,Cerrado
769.85,142.25,Cerrado
770.06,142.50,Cerrado
770.27,141.75,Cerrado
770.46,142.50,Cerrado
770.67,142.50,Cerrado
770.87,142.00,Cerrado
771.07,142.00,Cerrado
771.27,142.25,Cerrado
771.48,142.75,Cerrado
771.69,142.50,Cerrado
771.88,142.50,Cerrado
772.09,142.75,Cerrado
772.30,142.75,Cerrado
772.49,142.75,Cerrado
772.70,142.75,Cerrado
772.91,142.25,Cerrado
773.10,142.25,Cerrado
773.31,142.50,Cerrado
773.51,142.50,Cerrado
773.71,142.50,Cerrado
773.91,142.00,Cerrado
774.12,142.50,Cerrado
774.33,142.50,Cerrado
774.52,142.50,Cerrado
774.73,142.00,Cerrado
774.94,142.50,Cerrado
775.14,142.00,Cerrado
775.34,142.75,Cerrado
775.54,142.25,Cerrado
775.75,142.25,Cerrado
775.94,142.50,Cerrado
776.15,142.25,Cerrado
776.36,142.75,Cerrado
776.57,142.75,Cerrado
776.76,142.75,Cerrado
776.97,142.75,Cerrado
777.18,142.50,Cerrado
777.37,142.75,Cerrado
777.58,142.50,Cerrado
777.78,142.50,Cerrado
777.99,142.50,Cerrado
778.20,142.75,Cerrado
778.39,142.75,Cerrado
778.60,142.50,Cerrado
778.79,142.75,Cerrado
779.00,142.75,Cerrado
779.21,142.75,Cerrado
779.40,142.75,Cerrado
779.61,142.75,Cerrado
779.81,142.75,Cerrado
780.02,142.75,Cerrado
780.21,142.25,Cerrado
780.42,142.25,Cerrado
780.63,142.50,Cerrado
780.82,142.50,Cerrado
781.03,142.75,Cerrado
781.24,142.75,Cerrado
781.43,143.00,Cerrado
781.64,142.75,Cerrado
781.85,142.75,Cerrado
782.05,142.50,Cerrado
782.25,142.75,Cerrado
782.45,142.50,Cerrado
782.66,142.75,Cerrado
782.87,142.50,Cerrado
783.05,143.00,Cerrado
783.27,142.50,Cerrado
783.46,142.75,Cerrado
783.67,142.75,Cerrado
783.86,142.50,Cerrado
784.07,142.75,Cerrado
784.28,142.75,Cerrado
784.48,142.75,Cerrado
784.68,143.00,Cerrado
784.88,142.50,Cerrado
785.09,143.00,Cerrado
785.30,143.00,Cerrado
785.49,142.50,Cerrado
785.70,142.50,Cerrado
785.91,142.75,Cerrado
786.12,143.00,Cerrado
786.31,142.25,Cerrado
786.52,142.50,Cerrado
786.71,143.00,Cerrado
786.92,142.75,Cerrado
787.12,142.50,Cerrado
787.33,143.00,Cerrado
787.52,142.75,Cerrado
787.73,143.00,Cerrado
787.94,143.00,Cerrado
788.15,142.75,Cerrado
788.34,142.75,Cerrado
788.55,142.75,Cerrado
788.75,142.75,Cerrado
788.96,143.00,Cerrado
789.14,142.75,Cerrado
789.35,142.75,Cerrado
789.55,143.00,Cerrado
789.76,143.00,Cerrado
789.97,142.75,Cerrado
790.16,143.00,Cerrado
790.37,143.00,Cerrado
790.58,143.00,Cerrado
790.77,142.50,Cerrado
790.98,143.00,Cerrado
791.19,143.00,Cerrado
791.39,143.00,Cerrado
791.58,143.00,Cerrado
791.79,143.00,Cerrado
792.00,142.75,Cerrado
792.21,143.25,Cerrado
792.42,142.75,Cerrado
792.62,142.75,Cerrado
792.83,143.00,Cerrado
793.04,143.00,Cerrado
793.23,142.50,Cerrado
793.42,143.00,Cerrado
793.63,143.25,Cerrado
793.84,143.25,Cerrado
794.05,142.75,Cerrado
794.24,143.00,Cerrado
794.45,143.00,Cerrado
794.66,143.25,Cerrado
794.86,143.00,Cerrado
795.07,143.00,Cerrado
795.26,143.00,Cerrado
795.49,143.25,Cerrado
795.70,143.25,Cerrado
795.90,143.00,Cerrado
796.09,143.00,Cerrado
796.30,142.75,Cerrado
796.51,143.00,Cerrado
796.72,143.25,Cerrado
796.91,143.25,Cerrado
797.12,143.25,Cerrado
797.33,143.25,Cerrado
797.52,143.25,Cerrado
797.73,143.25,Cerrado
797.93,143.25,Cerrado
798.14,143.00,Cerrado
798.33,143.25,Cerrado
798.54,143.25,Cerrado
798.75,143.25,Cerrado
798.96,143.25,Cerrado
799.17,143.25,Cerrado
799.36,143.25,Cerrado
799.57,143.25,Cerrado
799.77,143.25,Cerrado
799.98,143.50,Cerrado
800.17,143.25,Cerrado
800.38,143.25,Cerrado
800.59,143.50,Cerrado
800.80,143.25,Cerrado
800.99,143.25,Cerrado
801.20,143.25,Cerrado
801.40,143.50,Cerrado
801.61,143.25,Cerrado
801.82,143.25,Cerrado
802.01,143.50,Cerrado
802.22,143.50,Cerrado
802.43,143.00,Cerrado
802.62,143.00,Cerrado
802.83,143.50,Cerrado
803.04,143.25,Cerrado
803.24,143.50,Cerrado
803.44,143.50,Cerrado
803.64,143.25,Cerrado
803.85,143.00,Cerrado
804.06,143.75,Cerrado
804.24,143.25,Cerrado
804.46,143.25,Cerrado
804.65,143.50,Cerrado
804.86,143.50,Cerrado
805.07,143.50,Cerrado
805.28,143.25,Cerrado
805.47,143.25,Cerrado
805.67,143.75,Cerrado
805.88,143.50,Cerrado
806.09,143.50,Cerrado
806.27,143.50,Cerrado
806.47,143.50,Cerrado
806.68,143.50,Cerrado
806.87,143.25,Cerrado
807.08,143.25,Cerrado
807.29,143.75,Cerrado
807.50,143.75,Cerrado
807.69,143.50,Cerrado
807.90,143.25,Cerrado
808.11,143.75,Cerrado
808.31,143.50,Cerrado
808.51,143.75,Cerrado
808.71,143.50,Cerrado
808.92,143.50,Cerrado
809.11,143.75,Cerrado
809.32,143.50,Cerrado
809.53,143.50,Cerrado
809.74,143.50,Cerrado
809.94,143.50,Cerrado
810.14,143.50,Cerrado
810.34,143.50,Cerrado
810.55,143.25,Cerrado
810.74,143.75,Cerrado
810.95,144.00,Cerrado
811.16,143.50,Cerrado
811.35,144.00,Cerrado
811.56,143.25,Cerrado
811.77,143.50,Cerrado
811.96,143.50,Cerrado
812.17,143.50,Cerrado
812.38,143.00,Cerrado
812.58,143.75,Cerrado
812.79,143.25,Cerrado
812.98,144.00,Cerrado
813.19,143.50,Cerrado
813.40,143.25,Cerrado
813.59,143.25,Cerrado
813.80,143.25,Cerrado
814.01,143.50,Cerrado
814.20,144.00,Cerrado
814.39,143.00,Cerrado
814.60,143.75,Cerrado
814.81,143.25,Cerrado
815.01,143.75,Cerrado
815.22,143.50,Cerrado
815.41,143.50,Cerrado
815.62,143.25,Cerrado
815.83,143.75,Cerrado
816.04,143.50,Cerrado
816.23,143.50,Cerrado
816.44,143.50,Cerrado
816.65,143.50,Cerrado
816.84,143.50,Cerrado
817.05,143.50,Cerrado
817.24,143.75,Cerrado
817.45,143.25,Cerrado
817.65,143.50,Cerrado
817.84,143.50,Cerrado
818.05,143.75,Cerrado
818.26,143.50,Cerrado
818.45,143.75,Cerrado
818.66,143.50,Cerrado
818.87,143.50,Cerrado
819.08,143.75,Cerrado
819.27,143.75,Cerrado
819.48,143.50,Cerrado
819.68,143.75,Cerrado
819.88,143.50,Cerrado
820.10,143.50,Cerrado
820.32,143.50,Cerrado
820.52,143.75,Cerrado
820.72,143.75,Cerrado
820.92,143.50,Cerrado
821.12,143.75,Cerrado
821.32,143.50,Cerrado
821.52,143.50,Cerrado
821.73,143.50,Cerrado
821.92,143.00,Cerrado
822.13,143.75,Cerrado
822.34,143.50,Cerrado
822.55,143.00,Cerrado
822.74,143.50,Cerrado
822.95,143.00,Cerrado
823.15,143.25,Cerrado
823.35,143.75,Cerrado
823.55,144.00,Cerrado
823.76,143.25,Cerrado
823.97,143.50,Cerrado
824.16,143.50,Cerrado
824.37,143.50,Cerrado
824.58,143.25,Cerrado
824.79,143.50,Cerrado
824.99,143.50,Cerrado
825.19,143.25,Cerrado
825.39,143.75,Cerrado
825.60,143.50,Cerrado
825.79,143.25,Cerrado
825.99,143.50,Cerrado
826.19,143.75,Cerrado
826.40,143.50,Cerrado
826.61,143.75,Cerrado
826.82,143.25,Cerrado
827.02,143.25,Cerrado
827.22,143.50,Cerrado
827.42,143.50,Cerrado
827.63,143.75,Cerrado
827.84,143.25,Cerrado
828.03,143.50,Cerrado
828.26,143.75,Cerrado
828.46,143.75,Cerrado
828.66,143.75,Cerrado
828.86,143.50,Cerrado
829.09,143.50,Cerrado
829.28,143.50,Cerrado
829.49,143.50,Cerrado
829.70,143.50,Cerrado
829.89,143.50,Cerrado
830.10,143.75,Cerrado
830.29,144.00,Cerrado
830.50,144.00,Cerrado
830.70,143.50,Cerrado
830.89,143.75,Cerrado
831.10,143.50,Cerrado
831.31,143.50,Cerrado
831.52,143.50,Cerrado
831.73,143.50,Cerrado
831.92,143.25,Cerrado
832.13,144.00,Cerrado
832.32,143.50,Cerrado
832.54,143.00,Cerrado
832.73,143.50,Cerrado
832.94,143.25,Cerrado
833.17,144.00,Cerrado
833.36,143.50,Cerrado
833.57,143.50,Cerrado
833.77,143.25,Cerrado
833.98,143.50,Cerrado
834.17,143.50,Cerrado
834.38,143.50,Cerrado
834.59,143.75,Cerrado
834.80,143.50,Cerrado
834.99,143.75,Cerrado
835.20,143.75,Cerrado
835.40,143.25,Cerrado
835.61,143.25,Cerrado
835.82,144.00,Cerrado
836.03,144.00,Cerrado
836.20,143.75,Cerrado
836.41,143.75,Cerrado
836.62,143.50,Cerrado
836.83,143.50,Cerrado
837.02,143.75,Cerrado
837.23,143.75,Cerrado
837.44,143.50,Cerrado
837.64,144.00,Cerrado
837.84,143.00,Cerrado
838.04,143.75,Cerrado
838.25,143.75,Cerrado
838.46,144.00,Cerrado
838.65,143.75,Cerrado
838.86,144.00,Cerrado
839.07,143.50,Cerrado
839.26,143.75,Cerrado
839.47,143.50,Cerrado
839.68,143.75,Cerrado
839.87,144.00,Cerrado
840.08,143.00,Cerrado
840.28,144.00,Cerrado
840.47,144.00,Cerrado
840.68,143.75,Cerrado
840.89,143.75,Cerrado
841.08,143.25,Cerrado
841.29,143.50,Cerrado
841.50,144.00,Cerrado
841.69,143.25,Cerrado
841.90,143.50,Cerrado
842.11,143.50,Cerrado
842.31,143.75,Cerrado
842.52,143.75,Cerrado
842.71,144.00,Cerrado
842.92,143.75,Cerrado
843.13,143.50,Cerrado
843.32,144.00,Cerrado
843.53,143.75,Cerrado
843.74,143.75,Cerrado
843.95,143.50,Cerrado
844.14,143.50,Cerrado
844.35,143.75,Cerrado
844.55,143.50,Cerrado
844.74,143.75,Cerrado
844.95,143.75,Cerrado
845.14,143.75,Cerrado
845.35,143.75,Cerrado
845.56,143.75,Cerrado
845.75,143.75,Cerrado
845.96,143.75,Cerrado
846.17,143.75,Cerrado
846.38,143.75,Cerrado
846.57,143.75,Cerrado
846.77,143.75,Cerrado
846.98,143.75,Cerrado
847.18,143.75,Cerrado
847.38,143.75,Cerrado
847.59,143.50,Cerrado
847.80,144.00,Cerrado
847.99,143.50,Cerrado
848.20,143.50,Cerrado
848.41,143.50,Cerrado
848.60,143.50,Cerrado
848.81,143.75,Cerrado
849.02,144.00,Cerrado
849.21,144.00,Cerrado
849.42,143.75,Cerrado
849.62,144.00,Cerrado
849.83,143.75,Cerrado
850.02,144.00,Cerrado
850.23,143.75,Cerrado
850.44,143.75,Cerrado
850.65,143.75,Cerrado
850.84,143.75,Cerrado
851.05,144.00,Cerrado
851.25,144.00,Cerrado
851.46,143.75,Cerrado
851.67,144.00,Cerrado
851.88,143.75,Cerrado
852.09,144.00,Cerrado
852.29,143.75,Cerrado
852.49,144.00,Cerrado
852.69,143.75,Cerrado
852.92,144.00,Cerrado
853.11,144.00,Cerrado
853.32,143.50,Cerrado
853.53,143.25,Cerrado
853.72,144.00,Cerrado
853.92,143.75,Cerrado
854.13,144.00,Cerrado
854.32,144.00,Cerrado
854.53,144.00,Cerrado
854.74,144.25,Cerrado
854.93,144.00,Cerrado
855.12,144.00,Cerrado
855.33,144.00,Cerrado
855.54,143.50,Cerrado
855.75,144.00,Cerrado
855.94,144.00,Cerrado
856.15,143.75,Cerrado
856.36,143.75,Cerrado
856.56,144.00,Cerrado
856.77,143.50,Cerrado
856.96,144.00,Cerrado
857.17,144.00,Cerrado
857.36,144.00,Cerrado
857.57,144.00,Cerrado
857.78,143.50,Cerrado
857.97,144.00,Cerrado
858.18,144.00,Cerrado
858.39,144.00,Cerrado
858.59,144.00,Cerrado
858.79,144.00,Cerrado
858.99,144.00,Cerrado
859.20,144.00,Cerrado
859.41,144.00,Cerrado
859.60,144.00,Cerrado
859.81,144.00,Cerrado
860.02,144.00,Cerrado
860.21,143.50,Cerrado
860.42,143.75,Cerrado
860.63,143.75,Cerrado
860.83,144.00,Cerrado
861.03,144.00,Cerrado
861.23,144.00,Cerrado
861.44,144.00,Cerrado
861.65,143.50,Cerrado
861.86,143.25,Cerrado
862.06,144.00,Cerrado
862.27,144.00,Cerrado
862.48,143.75,Cerrado
862.67,144.00,Cerrado
862.88,143.50,Cerrado
863.09,143.25,Cerrado
863.30,143.75,Cerrado
863.49,143.50,Cerrado
863.70,143.75,Cerrado
863.90,144.00,Cerrado
864.11,143.50,Cerrado
864.30,144.00,Cerrado
864.51,143.75,Cerrado
864.72,143.50,Cerrado
864.93,144.00,Cerrado
865.12,143.75,Cerrado
865.33,143.25,Cerrado
865.54,143.75,Cerrado
865.74,144.00,Cerrado
865.93,143.50,Cerrado
866.13,144.00,Cerrado
866.33,143.75,Cerrado
866.54,143.75,Cerrado
866.75,143.75,Cerrado
866.94,144.00,Cerrado
867.15,144.00,Cerrado
867.36,144.00,Cerrado
867.57,144.00,Cerrado
867.77,143.50,Cerrado
867.97,143.50,Cerrado
868.17,144.00,Cerrado
868.38,144.00,Cerrado
868.59,143.75,Cerrado
868.77,143.25,Cerrado
868.97,143.50,Cerrado
869.18,144.00,Cerrado
869.39,144.00,Cerrado
869.58,144.00,Cerrado
869.79,143.75,Cerrado
870.00,143.75,Cerrado
870.21,143.75,Cerrado
870.41,143.75,Cerrado
870.62,144.00,Cerrado
870.81,143.75,Cerrado
871.02,143.75,Cerrado
871.21,144.00,Cerrado
871.42,144.00,Cerrado
871.63,143.50,Cerrado
871.84,143.75,Cerrado
872.03,143.50,Cerrado
872.24,143.75,Cerrado
872.43,144.00,Cerrado
872.64,143.75,Cerrado
872.84,144.00,Cerrado
873.04,144.00,Cerrado
873.24,143.75,Cerrado
873.45,143.75,Cerrado
873.64,143.75,Cerrado
873.85,144.00,Cerrado
874.06,143.25,Cerrado
874.25,144.00,Cerrado
874.48,143.75,Cerrado
874.67,144.00,Cerrado
874.87,143.75,Cerrado
875.07,144.00,Cerrado
875.29,143.50,Cerrado
875.48,143.75,Cerrado
875.69,143.75,Cerrado
875.90,143.00,Cerrado
876.09,144.00,Cerrado
876.28,144.00,Cerrado
876.51,144.00,Cerrado
876.71,143.75,Cerrado
876.91,144.00,Cerrado
877.11,144.00,Cerrado
877.32,143.75,Cerrado
877.53,143.75,Cerrado
877.72,144.00,Cerrado
877.93,143.75,Cerrado
878.14,143.75,Cerrado
878.35,143.75,Cerrado
878.54,144.00,Cerrado
878.75,143.50,Cerrado
878.95,144.00,Cerrado
879.16,144.00,Cerrado
879.37,143.75,Cerrado
879.56,144.00,Cerrado
879.77,143.75,Cerrado
879.98,144.00,Cerrado
880.18,144.00,Cerrado
880.39,143.50,Cerrado
880.58,144.00,Cerrado
880.79,144.25,Cerrado
881.00,144.25,Cerrado
881.19,144.25,Cerrado
881.40,144.00,Cerrado
881.61,143.75,Cerrado
881.82,144.00,Cerrado
882.01,144.25,Cerrado
882.22,143.75,Cerrado
882.42,144.00,Cerrado
882.63,143.75,Cerrado
882.84,144.25,Cerrado
883.03,144.25,Cerrado
883.24,144.00,Cerrado
883.45,144.00,Cerrado
883.64,144.25,Cerrado
883.83,144.00,Cerrado
884.04,144.00,Cerrado
884.25,144.00,Cerrado
884.45,144.25,Cerrado
884.65,144.00,Cerrado
884.85,143.50,Cerrado
885.06,144.00,Cerrado
885.27,144.00,Cerrado
885.46,143.75,Cerrado
885.67,144.25,Cerrado
885.88,144.00,Cerrado
886.07,144.00,Cerrado
886.28,144.25,Cerrado
886.49,144.25,Cerrado
886.68,144.00,Cerrado
886.88,144.00,Cerrado
887.09,144.00,Cerrado
887.30,144.00,Cerrado
887.51,144.25,Cerrado
887.70,144.00,Cerrado
887.91,144.00,Cerrado
888.12,144.25,Cerrado
888.31,144.25,Cerrado
888.52,144.00,Cerrado
888.72,144.00,Cerrado
888.93,144.00,Cerrado
889.12,144.50,Cerrado
889.33,144.00,Cerrado
889.54,144.25,Cerrado
889.73,143.75,Cerrado
889.94,144.25,Cerrado
890.15,144.25,Cerrado
890.36,144.25,Cerrado
890.56,144.50,Cerrado
890.77,144.00,Cerrado
890.98,144.00,Cerrado
891.17,144.25,Cerrado
891.38,144.25,Cerrado
891.59,144.25,Cerrado
891.78,144.00,Cerrado
891.97,143.75,Cerrado
892.18,144.00,Cerrado
892.39,144.00,Cerrado
892.60,144.00,Cerrado
892.79,144.00,Cerrado
893.00,144.00,Cerrado
893.20,143.75,Cerrado
893.41,144.50,Cerrado
893.60,144.00,Cerrado
893.81,144.25,Cerrado
894.02,144.25,Cerrado
894.23,144.00,Cerrado
894.42,144.25,Cerrado
894.63,144.00,Cerrado
894.83,144.25,Cerrado
895.03,144.00,Cerrado
895.23,144.25,Cerrado
895.44,144.25,Cerrado
895.65,143.75,Cerrado
895.84,144.25,Cerrado
896.05,143.75,Cerrado
896.26,144.50,Cerrado
896.45,144.25,Cerrado
896.66,144.00,Cerrado
896.88,144.00,Cerrado
897.09,144.50,Cerrado
897.28,144.25,Cerrado
897.49,144.25,Cerrado
897.70,144.25,Cerrado
897.90,144.25,Cerrado
898.10,144.25,Cerrado
898.30,144.50,Cerrado
898.51,144.25,Cerrado
898.72,143.75,Cerrado
898.93,144.50,Cerrado
899.12,144.25,Cerrado
899.33,144.25,Cerrado
899.52,144.25,Cerrado
899.73,144.25,Cerrado
899.94,144.25,Cerrado
900.14,144.00,Cerrado
900.35,143.75,Cerrado
900.54,143.75,Cerrado
900.75,144.50,Cerrado
900.96,144.00,Cerrado
901.15,144.25,Cerrado
901.36,144.50,Cerrado
901.57,144.00,Cerrado
901.78,144.50,Cerrado
901.97,144.25,Cerrado
902.16,144.25,Cerrado
902.37,144.25,Cerrado
902.57,144.25,Cerrado
902.78,144.50,Cerrado
902.99,144.25,Cerrado
903.18,144.25,Cerrado
903.39,144.50,Cerrado
903.60,144.00,Cerrado
903.81,144.25,Cerrado
904.00,144.50,Cerrado
904.21,144.25,Cerrado
904.41,144.25,Cerrado
904.62,144.00,Cerrado
904.81,144.00,Cerrado
