Tiempo (s),Temperatura (°C),Estado Servo
1292.36,153.75,Cerrado
1292.55,154.00,Cerrado
1292.76,153.75,Cerrado
1292.97,153.75,Cerrado
1293.18,153.75,Cerrado
1293.37,153.75,Cerrado
1293.58,154.00,Cerrado
1293.79,154.00,Cerrado
1293.99,153.50,Cerrado
1294.19,153.75,Cerrado
1294.38,153.75,Cerrado
1294.59,153.25,Cerrado
1294.79,154.00,Cerrado
1295.00,154.00,Cerrado
1295.19,153.75,Cerrado
1295.40,153.50,Cerrado
1295.61,153.75,Cerrado
1295.82,153.75,Cerrado
1296.01,153.50,Cerrado
1296.22,153.75,Cerrado
1296.42,153.75,Cerrado
1296.63,154.00,Cerrado
1296.82,153.75,Cerrado
1297.03,153.50,Cerrado
1297.24,154.00,Cerrado
1297.43,153.75,Cerrado
1297.64,154.00,Cerrado
1297.85,153.75,Cerrado
1298.04,153.75,Cerrado
1298.25,153.75,Cerrado
1298.46,153.75,Cerrado
1298.65,154.00,Cerrado
1298.86,153.75,Cerrado
1299.06,153.50,Cerrado
1299.26,154.00,Cerrado
1299.46,153.50,Cerrado
1299.67,154.00,Cerrado
1299.86,153.75,Cerrado
1300.07,153.75,Cerrado
1300.28,153.25,Cerrado
1300.49,153.75,Cerrado
1300.68,154.00,Cerrado
1300.89,153.25,Cerrado
1301.08,153.75,Cerrado
1301.29,154.00,Cerrado
1301.49,153.50,Cerrado
1301.70,153.50,Cerrado
1301.89,153.75,Cerrado
1302.10,153.25,Cerrado
1302.31,153.50,Cerrado
1302.52,154.00,Cerrado
1302.73,153.50,Cerrado
1302.92,154.00,Cerrado
1303.13,153.75,Cerrado
1303.33,153.50,Cerrado
1303.53,153.25,Cerrado
1303.73,153.25,Cerrado
1303.94,153.50,Cerrado
1304.13,153.50,Cerrado
1304.34,153.75,Cerrado
1304.55,153.75,Cerrado
1304.74,153.50,Cerrado
1304.95,153.75,Cerrado
1305.16,154.00,Cerrado
1305.36,153.00,Cerrado
1305.57,154.00,Cerrado
1305.76,153.50,Cerrado
1305.96,153.75,Cerrado
1306.18,153.25,Cerrado
1306.37,153.75,Cerrado
1306.58,153.50,Cerrado
1306.79,153.50,Cerrado
1306.98,154.00,Cerrado
1307.19,153.75,Cerrado
1307.40,153.50,Cerrado
1307.60,153.75,Cerrado
1307.80,153.75,Cerrado
1308.00,153.50,Cerrado
1308.20,153.75,Cerrado
1308.40,153.75,Cerrado
1308.59,153.50,Cerrado
1308.80,153.75,Cerrado
1309.01,153.75,Cerrado
1309.22,153.75,Cerrado
1309.41,153.25,Cerrado
1309.62,153.75,Cerrado
1309.83,153.75,Cerrado
1310.03,153.75,Cerrado
1310.23,153.75,Cerrado
1310.43,153.50,Cerrado
1310.64,153.75,Cerrado
1310.83,153.50,Cerrado
1311.04,153.75,Cerrado
1311.25,153.75,Cerrado
1311.46,154.00,Cerrado
1311.65,153.25,Cerrado
1311.86,153.50,Cerrado
1312.05,153.25,Cerrado
1312.26,153.75,Cerrado
1312.47,153.75,Cerrado
1312.66,153.75,Cerrado
1312.86,153.25,Cerrado
1313.07,154.00,Cerrado
1313.28,153.25,Cerrado
1313.47,153.75,Cerrado
1313.68,153.75,Cerrado
1313.89,153.50,Cerrado
1314.08,153.50,Cerrado
1314.29,153.75,Cerrado
1314.50,153.50,Cerrado
1314.70,154.00,Cerrado
1314.90,153.75,Cerrado
1315.10,153.75,Cerrado
1315.30,153.25,Cerrado
1315.50,153.75,Cerrado
1315.71,153.75,Cerrado
1315.92,153.50,Cerrado
1316.13,153.75,Cerrado
1316.32,153.50,Cerrado
1316.53,153.50,Cerrado
1316.74,153.00,Cerrado
1316.94,153.75,Cerrado
1317.15,153.75,Cerrado
1317.34,153.25,Cerrado
1317.55,153.50,Cerrado
1317.76,153.50,Cerrado
1317.95,153.75,Cerrado
1318.16,153.75,Cerrado
1318.37,153.75,Cerrado
1318.56,153.75,Cerrado
1318.77,153.75,Cerrado
1318.97,153.50,Cerrado
1319.17,153.75,Cerrado
1319.37,153.75,Cerrado
1319.58,153.75,Cerrado
1319.81,153.75,Cerrado
1320.00,153.75,Cerrado
1320.21,153.25,Cerrado
1320.40,153.75,Cerrado
1320.61,153.25,Cerrado
1320.80,153.50,Cerrado
1321.01,153.50,Cerrado
1321.21,153.75,Cerrado
1321.42,153.75,Cerrado
1321.61,153.50,Cerrado
1321.82,153.25,Cerrado
1322.03,153.25,Cerrado
1322.24,153.75,Cerrado
1322.43,153.50,Cerrado
1322.64,153.50,Cerrado
1322.84,153.25,Cerrado
1323.05,153.25,Cerrado
1323.24,153.75,Cerrado
1323.45,153.50,Cerrado
1323.66,153.25,Cerrado
1323.87,153.75,Cerrado
1324.06,153.50,Cerrado
1324.25,153.75,Cerrado
1324.46,153.25,Cerrado
1324.67,153.50,Cerrado
1324.86,153.75,Cerrado
1325.07,153.50,Cerrado
1325.28,153.50,Cerrado
1325.48,153.50,Cerrado
1325.67,153.75,Cerrado
1325.90,153.75,Cerrado
1326.09,153.50,Cerrado
1326.30,153.25,Cerrado
1326.52,153.50,Cerrado
1326.75,153.25,Cerrado
1326.94,153.50,Cerrado
1327.13,153.50,Cerrado
1327.35,153.50,Cerrado
1327.55,153.50,Cerrado
1327.75,153.50,Cerrado
1327.96,153.25,Cerrado
1328.15,153.50,Cerrado
1328.35,153.25,Cerrado
1328.55,153.25,Cerrado
1328.76,153.50,Cerrado
1328.97,153.75,Cerrado
1329.18,153.75,Cerrado
1329.39,153.25,Cerrado
1329.58,153.50,Cerrado
1329.78,153.25,Cerrado
1329.99,153.75,Cerrado
1330.19,153.00,Cerrado
1330.39,153.50,Cerrado
1330.58,153.25,Cerrado
1330.79,153.25,Cerrado
1331.00,153.25,Cerrado
1331.21,153.25,Cerrado
1331.40,153.00,Cerrado
1331.61,153.50,Cerrado
1331.82,153.50,Cerrado
1332.02,153.50,Cerrado
1332.22,153.25,Cerrado
1332.42,153.50,Cerrado
1332.63,153.75,Cerrado
1332.82,153.50,Cerrado
1333.03,153.50,Cerrado
1333.24,153.50,Cerrado
1333.43,153.25,Cerrado
1333.64,153.50,Cerrado
1333.83,153.50,Cerrado
1334.04,153.25,Cerrado
1334.25,153.50,Cerrado
1334.45,153.25,Cerrado
1334.65,153.75,Cerrado
1334.85,153.50,Cerrado
1335.06,153.50,Cerrado
1335.25,153.75,Cerrado
1335.46,153.50,Cerrado
1335.67,153.00,Cerrado
1335.86,153.50,Cerrado
1336.07,153.25,Cerrado
1336.28,153.50,Cerrado
1336.47,152.75,Cerrado
1336.68,153.25,Cerrado
1336.89,153.50,Cerrado
1337.09,153.75,Cerrado
1337.29,153.50,Cerrado
1337.49,153.25,Cerrado
1337.70,153.50,Cerrado
1337.89,153.25,Cerrado
1338.10,153.00,Cerrado
1338.31,153.50,Cerrado
1338.50,153.50,Cerrado
1338.71,153.75,Cerrado
1338.92,153.50,Cerrado
1339.12,153.50,Cerrado
1339.32,153.50,Cerrado
1339.52,153.75,Cerrado
1339.73,153.50,Cerrado
1339.94,154.00,Cerrado
1340.15,153.50,Cerrado
1340.34,153.50,Cerrado
1340.55,153.50,Cerrado
1340.76,153.75,Cerrado
1340.96,153.50,Cerrado
1341.16,153.00,Cerrado
1341.36,153.25,Cerrado
1341.57,153.25,Cerrado
1341.76,153.75,Cerrado
1341.97,153.25,Cerrado
1342.18,153.25,Cerrado
1342.37,153.25,Cerrado
1342.58,153.25,Cerrado
1342.79,153.50,Cerrado
1343.00,153.75,Cerrado
1343.19,153.75,Cerrado
1343.40,153.75,Cerrado
1343.60,153.25,Cerrado
1343.80,153.75,Cerrado
1344.00,153.50,Cerrado
1344.19,153.50,Cerrado
1344.40,153.75,Cerrado
1344.59,153.50,Cerrado
1344.82,153.75,Cerrado
1345.03,153.75,Cerrado
1345.22,153.75,Cerrado
1345.44,153.50,Cerrado
1345.63,153.75,Cerrado
1345.84,153.25,Cerrado
1346.05,153.00,Cerrado
1346.24,153.50,Cerrado
1346.46,153.50,Cerrado
1346.66,153.50,Cerrado
1346.86,153.50,Cerrado
1347.07,153.50,Cerrado
1347.28,153.50,Cerrado
1347.47,153.50,Cerrado
1347.68,153.50,Cerrado
1347.89,153.25,Cerrado
1348.10,153.50,Cerrado
1348.30,153.50,Cerrado
1348.50,154.00,Cerrado
1348.70,153.25,Cerrado
1348.91,153.50,Cerrado
1349.12,153.50,Cerrado
1349.31,153.25,Cerrado
1349.52,153.25,Cerrado
1349.74,153.50,Cerrado
1349.94,153.00,Cerrado
1350.14,153.50,Cerrado
1350.35,153.00,Cerrado
1350.54,153.25,Cerrado
1350.75,153.50,Cerrado
1350.96,153.25,Cerrado
1351.15,153.25,Cerrado
1351.36,153.75,Cerrado
1351.57,153.25,Cerrado
1351.77,153.50,Cerrado
1351.98,153.00,Cerrado
1352.18,153.25,Cerrado
1352.38,153.75,Cerrado
1352.59,153.50,Cerrado
1352.78,153.00,Cerrado
1352.99,153.25,Cerrado
1353.20,153.50,Cerrado
1353.41,153.75,Cerrado
1353.61,153.75,Cerrado
1353.81,153.50,Cerrado
1354.01,153.25,Cerrado
1354.22,153.75,Cerrado
1354.41,153.50,Cerrado
1354.62,153.50,Cerrado
1354.83,153.50,Cerrado
1355.04,153.50,Cerrado
1355.23,153.50,Cerrado
1355.44,153.25,Cerrado
1355.65,153.00,Cerrado
1355.85,153.00,Cerrado
1356.05,153.25,Cerrado
1356.24,153.75,Cerrado
1356.44,153.00,Cerrado
1356.65,153.75,Cerrado
1356.84,153.50,Cerrado
1357.07,153.25,Cerrado
1357.26,153.75,Cerrado
1357.47,153.25,Cerrado
1357.66,153.75,Cerrado
1357.87,153.50,Cerrado
1358.08,153.25,Cerrado
1358.27,153.50,Cerrado
1358.48,153.00,Cerrado
1358.68,153.50,Cerrado
1358.89,153.00,Cerrado
1359.08,153.25,Cerrado
1359.29,153.00,Cerrado
1359.50,153.50,Cerrado
1359.69,153.75,Cerrado
1359.90,153.25,Cerrado
1360.11,153.50,Cerrado
1360.31,153.25,Cerrado
1360.51,153.25,Cerrado
1360.72,153.25,Cerrado
1360.92,153.25,Cerrado
1361.11,153.25,Cerrado
1361.32,153.25,Cerrado
1361.53,153.25,Cerrado
1361.74,153.75,Cerrado
1361.95,153.00,Cerrado
1362.14,153.00,Cerrado
1362.33,153.25,Cerrado
1362.55,153.25,Cerrado
1362.76,152.75,Cerrado
1362.95,153.25,Cerrado
1363.16,153.75,Cerrado
1363.37,153.50,Cerrado
1363.58,152.75,Cerrado
1363.79,153.25,Cerrado
1363.98,153.00,Cerrado
1364.19,153.50,Cerrado
1364.39,152.75,Cerrado
1364.60,153.00,Cerrado
1364.79,152.75,Cerrado
1365.00,153.50,Cerrado
1365.21,153.75,Cerrado
1365.42,153.25,Cerrado
1365.61,153.25,Cerrado
1365.82,152.75,Cerrado
1366.02,153.25,Cerrado
1366.22,153.25,Cerrado
1366.42,152.75,Cerrado
1366.63,153.50,Cerrado
1366.82,153.25,Cerrado
1367.03,153.25,Cerrado
1367.24,153.25,Cerrado
1367.43,153.25,Cerrado
1367.64,153.25,Cerrado
1367.85,153.25,Cerrado
1368.04,153.25,Cerrado
1368.25,153.25,Cerrado
1368.46,153.25,Cerrado
1368.66,153.00,Cerrado
1368.86,153.25,Cerrado
1369.06,153.25,Cerrado
1369.27,153.00,Cerrado
1369.48,153.25,Cerrado
1369.67,153.25,Cerrado
1369.86,153.25,Cerrado
1370.09,153.25,Cerrado
1370.28,153.25,Cerrado
1370.49,153.25,Cerrado
1370.70,153.50,Cerrado
1370.89,153.25,Cerrado
1371.09,153.25,Cerrado
1371.30,152.75,Cerrado
1371.51,153.25,Cerrado
1371.70,153.00,Cerrado
1371.91,153.25,Cerrado
1372.12,153.25,Cerrado
1372.31,153.00,Cerrado
1372.52,153.50,Cerrado
1372.73,153.50,Cerrado
1372.92,153.50,Cerrado
1373.13,153.50,Cerrado
1373.33,153.75,Cerrado
1373.54,153.50,Cerrado
1373.73,153.50,Cerrado
1373.94,153.00,Cerrado
1374.15,153.50,Cerrado
1374.34,153.50,Cerrado
1374.55,153.00,Cerrado
1374.76,153.50,Cerrado
1374.96,153.50,Cerrado
1375.16,153.50,Cerrado
1375.38,153.50,Cerrado
1375.59,153.50,Cerrado
1375.78,153.50,Cerrado
1375.99,153.25,Cerrado
1376.20,153.50,Cerrado
1376.39,153.25,Cerrado
1376.58,153.25,Cerrado
1376.79,153.75,Cerrado
1377.00,153.25,Cerrado
1377.20,153.50,Cerrado
1377.39,153.50,Cerrado
1377.60,153.50,Cerrado
1377.81,153.50,Cerrado
1378.02,153.50,Cerrado
1378.23,153.75,Cerrado
1378.42,153.25,Cerrado
1378.63,153.25,Cerrado
1378.83,153.25,Cerrado
1379.03,153.50,Cerrado
1379.23,153.50,Cerrado
1379.44,153.50,Cerrado
1379.63,153.50,Cerrado
1379.84,153.75,Cerrado
1380.05,153.75,Cerrado
1380.24,153.25,Cerrado
1380.45,153.25,Cerrado
1380.66,153.50,Cerrado
1380.85,153.50,Cerrado
1381.06,153.75,Cerrado
1381.27,153.75,Cerrado
1381.46,153.75,Cerrado
1381.67,153.25,Cerrado
1381.87,153.50,Cerrado
1382.06,153.50,Cerrado
1382.27,153.50,Cerrado
1382.48,153.75,Cerrado
1382.67,153.75,Cerrado
1382.88,153.75,Cerrado
1383.09,153.50,Cerrado
1383.30,153.25,Cerrado
1383.50,153.25,Cerrado
1383.70,153.50,Cerrado
1383.90,153.75,Cerrado
1384.11,152.75,Cerrado
1384.32,154.00,Cerrado
1384.51,154.00,Cerrado
1384.72,154.00,Cerrado
1384.91,153.75,Cerrado
1385.12,153.75,Cerrado
1385.33,153.75,Cerrado
1385.52,153.75,Cerrado
1385.73,153.75,Cerrado
1385.94,153.50,Cerrado
1386.13,153.75,Cerrado
1386.34,153.25,Cerrado
1386.54,153.25,Cerrado
1386.73,153.25,Cerrado
1386.94,153.75,Cerrado
1387.15,153.75,Cerrado
1387.36,153.75,Cerrado
1387.57,153.50,Cerrado
1387.77,153.75,Cerrado
1387.98,153.50,Cerrado
1388.19,154.00,Cerrado
1388.38,153.75,Cerrado
1388.59,153.50,Cerrado
1388.80,153.75,Cerrado
1388.99,153.75,Cerrado
1389.20,153.25,Cerrado
1389.41,153.50,Cerrado
1389.61,153.50,Cerrado
1389.82,153.75,Cerrado
1390.01,153.25,Cerrado
1390.22,154.00,Cerrado
1390.43,153.75,Cerrado
1390.64,153.75,Cerrado
1390.83,153.75,Cerrado
1391.04,153.75,Cerrado
1391.24,153.75,Cerrado
1391.45,153.75,Cerrado
1391.64,153.75,Cerrado
1391.85,154.00,Cerrado
1392.06,153.25,Cerrado
1392.27,153.25,Cerrado
1392.46,153.25,Cerrado
1392.67,153.75,Cerrado
1392.88,154.00,Cerrado
1393.07,153.75,Cerrado
1393.28,153.75,Cerrado
1393.48,153.50,Cerrado
1393.69,153.75,Cerrado
1393.88,153.50,Cerrado
1394.09,153.50,Cerrado
1394.30,153.50,Cerrado
1394.51,154.00,Cerrado
1394.70,153.75,Cerrado
1394.91,153.50,Cerrado
1395.12,154.00,Cerrado
1395.32,154.00,Cerrado
1395.53,154.00,Cerrado
1395.74,153.75,Cerrado
1395.93,153.50,Cerrado
1396.14,154.00,Cerrado
1396.35,154.00,Cerrado
1396.55,154.00,Cerrado
1396.76,154.00,Cerrado
1396.95,153.75,Cerrado
1397.16,153.75,Cerrado
1397.39,153.75,Cerrado
1397.59,154.00,Cerrado
1397.80,153.50,Cerrado
1397.99,153.50,Cerrado
1398.19,154.00,Cerrado
1398.39,154.00,Cerrado
1398.60,154.00,Cerrado
1398.81,154.00,Cerrado
1399.02,154.00,Cerrado
1399.23,154.00,Cerrado
1399.43,154.00,Cerrado
1399.62,154.00,Cerrado
1399.83,154.25,Cerrado
1400.02,154.00,Cerrado
1400.23,154.00,Cerrado
1400.44,154.25,Cerrado
1400.65,153.75,Cerrado
1400.84,154.00,Cerrado
1401.05,154.00,Cerrado
1401.26,154.00,Cerrado
1401.46,153.75,Cerrado
1401.66,153.75,Cerrado
1401.88,154.00,Cerrado
1402.07,153.75,Cerrado
1402.28,153.75,Cerrado
1402.47,153.75,Cerrado
1402.68,154.25,Cerrado
1402.89,154.00,Cerrado
1403.10,154.25,Cerrado
1403.29,154.25,Cerrado
1403.50,153.75,Cerrado
1403.70,153.75,Cerrado
1403.91,154.25,Cerrado
1404.10,153.75,Cerrado
1404.31,154.25,Cerrado
1404.52,153.75,Cerrado
1404.73,154.00,Cerrado
1404.93,154.25,Cerrado
1405.14,153.75,Cerrado
1405.35,153.75,Cerrado
1405.54,153.75,Cerrado
1405.75,153.75,Cerrado
1405.96,154.00,Cerrado
1406.17,154.25,Cerrado
1406.37,154.00,Cerrado
1406.57,154.00,Cerrado
1406.77,154.00,Cerrado
1406.98,154.00,Cerrado
1407.19,154.00,Cerrado
1407.38,154.00,Cerrado
1407.59,154.00,Cerrado
1407.80,154.25,Cerrado
1408.01,153.75,Cerrado
1408.21,153.75,Cerrado
1408.42,154.25,Cerrado
1408.63,154.00,Cerrado
1408.82,153.75,Cerrado
1409.03,154.25,Cerrado
1409.24,154.25,Cerrado
1409.43,154.25,Cerrado
1409.64,154.25,Cerrado
1409.84,154.25,Cerrado
1410.05,154.25,Cerrado
1410.24,154.00,Cerrado
1410.45,154.25,Cerrado
1410.66,154.25,Cerrado
1410.85,153.75,Cerrado
1411.06,154.25,Cerrado
1411.27,154.25,Cerrado
1411.46,154.50,Cerrado
1411.67,154.25,Cerrado
1411.88,154.25,Cerrado
1412.07,154.25,Cerrado
1412.28,154.25,Cerrado
1412.48,154.25,Cerrado
1412.69,153.50,Cerrado
1412.88,154.00,Cerrado
1413.09,154.00,Cerrado
1413.30,154.00,Cerrado
1413.49,154.25,Cerrado
1413.70,154.25,Cerrado
1413.91,154.25,Cerrado
1414.10,154.00,Cerrado
1414.31,154.25,Cerrado
1414.51,154.75,Cerrado
1414.71,154.25,Cerrado
1414.91,154.25,Cerrado
1415.12,153.75,Cerrado
1415.31,154.25,Cerrado
1415.52,154.25,Cerrado
1415.73,154.25,Cerrado
1415.94,154.50,Cerrado
1416.13,153.75,Cerrado
1416.34,154.00,Cerrado
1416.54,154.25,Cerrado
1416.75,154.25,Cerrado
1416.95,153.75,Cerrado
1417.15,154.25,Cerrado
1417.36,154.00,Cerrado
1417.57,154.25,Cerrado
1417.76,154.00,Cerrado
1417.97,154.00,Cerrado
1418.18,154.50,Cerrado
1418.38,154.50,Cerrado
1418.58,154.50,Cerrado
1418.78,154.50,Cerrado
1418.98,154.50,Cerrado
1419.18,154.00,Cerrado
1419.39,154.50,Cerrado
1419.60,154.25,Cerrado
1419.79,154.50,Cerrado
1420.00,154.50,Cerrado
1420.19,154.50,Cerrado
1420.40,154.50,Cerrado
1420.61,154.50,Cerrado
1420.80,154.50,Cerrado
1421.01,154.50,Cerrado
1421.22,153.75,Cerrado
1421.41,154.75,Cerrado
1421.62,154.25,Cerrado
1421.84,154.75,Cerrado
1422.01,154.50,Cerrado
1422.24,154.50,Cerrado
1422.45,154.00,Cerrado
1422.65,154.25,Cerrado
1422.85,154.50,Cerrado
1423.05,154.50,Cerrado
1423.26,154.50,Cerrado
1423.45,154.50,Cerrado
1423.66,154.50,Cerrado
1423.87,154.25,Cerrado
1424.08,154.50,Cerrado
1424.27,154.50,Cerrado
1424.48,154.00,Cerrado
1424.69,153.75,Cerrado
1424.88,154.00,Cerrado
1425.09,154.25,Cerrado
1425.29,154.25,Cerrado
1425.50,154.50,Cerrado
1425.71,154.50,Cerrado
1425.90,154.50,Cerrado
1426.11,154.00,Cerrado
1426.32,153.75,Cerrado
1426.51,154.25,Cerrado
1426.72,154.50,Cerrado
1426.92,154.25,Cerrado
1427.13,154.25,Cerrado
1427.32,154.25,Cerrado
1427.53,153.75,Cerrado
1427.74,154.00,Cerrado
1427.95,154.00,Cerrado
1428.12,154.25,Cerrado
1428.33,154.50,Cerrado
1428.54,153.75,Cerrado
1428.75,153.75,Cerrado
1428.94,153.75,Cerrado
1429.15,154.50,Cerrado
1429.36,153.75,Cerrado
1429.56,154.00,Cerrado
1429.75,154.00,Cerrado
1429.96,153.75,Cerrado
1430.17,154.25,Cerrado
1430.38,154.50,Cerrado
1430.57,154.25,Cerrado
1430.78,154.25,Cerrado
1430.99,153.75,Cerrado
1431.20,154.75,Cerrado
1431.39,154.00,Cerrado
1431.59,154.25,Cerrado
1431.80,154.25,Cerrado
1431.99,154.25,Cerrado
1432.20,154.25,Cerrado
1432.41,154.25,Cerrado
1432.60,153.50,Cerrado
1432.83,154.25,Cerrado
1433.02,154.50,Cerrado
1433.23,153.75,Cerrado
1433.43,154.00,Cerrado
1433.64,154.00,Cerrado
1433.83,153.50,Cerrado
1434.04,154.25,Cerrado
1434.25,154.00,Cerrado
1434.46,154.50,Cerrado
1434.66,153.50,Cerrado
1434.86,153.75,Cerrado
1435.06,153.75,Cerrado
1435.27,154.00,Cerrado
1435.46,154.25,Cerrado
1435.67,154.25,Cerrado
1435.88,154.25,Cerrado
1436.07,153.50,Cerrado
1436.28,154.25,Cerrado
1436.49,154.25,Cerrado
1436.68,153.75,Cerrado
1436.89,154.25,Cerrado
1437.10,154.00,Cerrado
1437.30,154.00,Cerrado
1437.51,154.25,Cerrado
1437.70,154.25,Cerrado
1437.91,154.00,Cerrado
1438.13,154.00,Cerrado
1438.33,154.25,Cerrado
1438.55,153.75,Cerrado
1438.74,154.00,Cerrado
1438.95,154.00,Cerrado
1439.14,154.00,Cerrado
1439.37,154.00,Cerrado
1439.56,154.00,Cerrado
1439.77,154.25,Cerrado
1439.99,154.00,Cerrado
1440.20,153.75,Cerrado
1440.39,154.25,Cerrado
1440.60,154.00,Cerrado
1440.79,154.25,Cerrado
1441.00,154.00,Cerrado
1441.21,153.75,Cerrado
1441.41,154.00,Cerrado
1441.61,153.75,Cerrado
1441.81,154.25,Cerrado
1442.02,153.75,Cerrado
1442.21,154.25,Cerrado
1442.42,153.75,Cerrado
1442.63,154.25,Cerrado
1442.82,153.75,Cerrado
1443.03,154.00,Cerrado
1443.24,153.75,Cerrado
1443.43,153.50,Cerrado
1443.64,154.00,Cerrado
1443.84,154.00,Cerrado
1444.04,154.25,Cerrado
1444.24,154.00,Cerrado
1444.45,153.75,Cerrado
1444.66,153.75,Cerrado
1444.87,154.25,Cerrado
1445.06,153.75,Cerrado
1445.27,154.00,Cerrado
1445.48,153.75,Cerrado
1445.67,154.00,Cerrado
1445.88,154.00,Cerrado
1446.08,153.50,Cerrado
1446.29,154.25,Cerrado
1446.48,153.75,Cerrado
1446.71,153.75,Cerrado
1446.90,154.25,Cerrado
1447.12,154.00,Cerrado
1447.31,154.00,Cerrado
1447.52,154.00,Cerrado
1447.73,153.75,Cerrado
1447.94,154.25,Cerrado
1448.13,154.00,Cerrado
1448.34,154.25,Cerrado
1448.55,154.50,Cerrado
1448.75,154.00,Cerrado
1448.95,153.25,Cerrado
1449.15,154.00,Cerrado
1449.36,154.00,Cerrado
1449.55,153.75,Cerrado
1449.76,153.75,Cerrado
1449.97,154.00,Cerrado
1450.18,153.75,Cerrado
1450.37,154.25,Cerrado
1450.58,154.00,Cerrado
1450.78,154.25,Cerrado
1450.99,154.00,Cerrado
1451.18,154.25,Cerrado
1451.39,153.75,Cerrado
1451.60,154.25,Cerrado
1451.81,154.25,Cerrado
1452.00,154.50,Cerrado
1452.21,154.25,Cerrado
1452.42,154.25,Cerrado
1452.61,154.50,Cerrado
1452.82,154.50,Cerrado
1453.02,154.75,Cerrado
1453.22,154.25,Cerrado
1453.41,154.25,Cerrado
1453.62,154.50,Cerrado
1453.82,154.25,Cerrado
1454.02,154.25,Cerrado
1454.22,154.25,Cerrado
1454.43,154.25,Cerrado
